#time mag RMS inf sum variance min max
3600 0.6356719358 1.762057559 15.05376458 -8.490071685e-09 3.10484684 -14.69387541 15.05376458
7200 9.722003642 21.34688224 325.2612782 -9.902869145e-09 455.6893813 -107.8465384 325.2612782
10800 15.29094763 25.37304838 322.6579187 -1.383392248e-08 643.7915842 -58.80326463 322.6579187
