#time mag RMS inf sum variance min max
3600 0.1005764169 0.2283930851 2.321556412 7.096861314e-11 0.05216340134 -1.123224279 2.321556412
7200 0.2457993834 0.4658137022 2.113740099 1.724397583e-10 0.2169824051 -2.113740099 1.780105975
10800 0.418303896 0.7254473131 2.85406708 2.9084176e-10 0.5262738041 -2.85406708 2.728515456
