#time mag RMS inf sum variance min max
3600 2.299924872 5.743485203 89.86382294 -1.037716277e-08 32.98762228 -38.37887224 89.86382294
7200 3.897291785 7.080088497 90.82670371 -2.104983577e-08 50.12765312 -22.84919038 90.82670371
10800 5.017346944 6.667290722 42.59201235 -2.422061595e-08 44.45276557 -20.04360753 42.59201235
