#time mag RMS inf sum variance min max
3600 0.4361671516 0.9784687076 11.86472304 2.341216352e-09 0.9574010117 -5.306292089 11.86472304
7200 0.8311160123 1.446016341 9.348277526 1.909495176e-09 2.09096326 -6.324887469 9.348277526
10800 1.178161329 1.827450986 7.297878305 1.786754621e-09 3.339577105 -7.297878305 6.954150471
