#time mag RMS inf sum variance min max
3600 2.714525419 6.936157666 110.0873219 -8.933704529e-08 48.11028317 -48.37323323 110.0873219
7200 4.929723915 9.262986442 123.6213475 -1.578001049e-07 85.80291783 -29.22901096 123.6213475
10800 6.363624244 8.540582947 56.54600812 -1.564545691e-07 72.94155707 -25.63549857 56.54600812
