#time mag RMS inf sum variance min max
1200 0.000636793475 0.002777920421 0.02979842629 -5.516391163e-11 7.716841864e-06 -0.02979842629 0.0275868493
2400 0.001637299706 0.007799335372 0.08046040348 -1.317338294e-10 6.082963224e-05 -0.07208102016 0.08046040348
3600 0.002679128203 0.01092847433 0.1049460121 -1.9005817e-10 0.0001194315513 -0.1049460121 0.1024128603
