#time mag RMS inf sum variance min max
1200 2.836180885e-06 1.24644019e-05 0.0001291480721 -4.086295212e-11 1.553613148e-10 -0.0001233680978 0.0001291480721
2400 7.344180082e-06 3.497105322e-05 0.0003457263128 -8.889819955e-11 1.222974564e-09 -0.0003457263128 0.0003313079333
3600 1.21123856e-05 4.941915391e-05 0.0004910388498 -1.299475819e-10 2.442252773e-09 -0.0004910388498 0.0004907624188
