#time mag RMS inf sum variance min max
1200 1.774763623e-05 7.797284207e-05 0.0008079777208 -3.81542854e-11 6.079764101e-09 -0.0007714221583 0.0008079777208
2400 4.597745154e-05 0.0002189386437 0.002165896773 -8.3540755e-11 4.793412971e-08 -0.002165896773 0.00207498438
3600 7.580907688e-05 0.0003092795243 0.00306968662 -1.218964375e-10 9.565382417e-08 -0.00306968662 0.003068298515
