#time mag RMS inf sum variance min max
1200 0.06537945419 0.08242998462 0.3082762088 1.680893037e-11 0.006794702365 -0.3082762088 0.1438551038
2400 0.1445569058 0.2037945356 0.8871762425 5.112764964e-11 0.04153221275 -0.8871762425 0.55742661
3600 0.2301865781 0.3466399726 1.563397101 7.760302487e-11 0.1201592706 -1.563397101 1.066489187
