#time mag RMS inf sum variance min max
1200 0.01254257479 0.01580830003 0.0588864222 -3.839417975e-11 0.00024990235 -0.0588864222 0.02754798214
2400 0.02826811124 0.0407960374 0.1790332722 -6.135805339e-11 0.001664316668 -0.1790332722 0.1184093061
3600 0.04609743092 0.0727273238 0.3303273097 -8.28169182e-11 0.005289263626 -0.3303273097 0.2418989595
