#time mag RMS inf sum variance min max
1200 0.03235978168 0.04079955252 0.1522825295 -3.382898987e-11 0.001664603486 -0.1522825295 0.07112730581
2400 0.0723953209 0.1035663363 0.4532979527 -5.088982978e-11 0.01072598601 -0.4532979527 0.2942857609
3600 0.1169452444 0.1811979032 0.821382742 -6.723201639e-11 0.03283268013 -0.821382742 0.585967444
