#time mag RMS inf sum variance min max
1200 0.004786182804 0.0163968661 0.07933871551 -1.370965703e-10 0.000268857218 -0.07310480287 0.07933871551
2400 0.01698973486 0.05599568405 0.2632299502 -2.366049722e-10 0.003135516633 -0.2551035119 0.2632299502
3600 0.03465011641 0.1051211015 0.4750206389 -3.154422416e-10 0.01105044598 -0.4750206389 0.4740415956
