#time mag RMS inf sum variance min max
1200 0.01187632531 0.04078310867 0.1971621706 -5.689447728e-11 0.001663261952 -0.1814710407 0.1971621706
2400 0.04078506638 0.1348439454 0.6309518253 -8.060192877e-11 0.01818288962 -0.6094246401 0.6309518253
3600 0.08068309646 0.245215743 1.112229086 -1.003720541e-10 0.0601307606 -1.098761721 1.112229086
