#time mag RMS inf sum variance min max
1200 0.0549536464 0.1883028058 0.8844768967 -6.213064719e-09 0.03545794668 -0.8203521291 0.8844768967
2400 0.1532918063 0.509185886 2.338599233 -1.048544743e-08 0.2592702665 -2.204732005 2.338599233
3600 0.2579131399 0.7857490654 3.661230445 -1.210587328e-08 0.6174015938 -3.440850838 3.661230445
