#time mag RMS inf sum variance min max
1200 0.02261709717 0.07766714363 0.3732209177 -8.065347754e-11 0.0060321852 -0.3439989988 0.3732209177
2400 0.07374898524 0.2442098981 1.133014338 -1.199236029e-10 0.05963847434 -1.092356316 1.133014338
3600 0.1393857861 0.4241393934 1.942047789 -1.444004781e-10 0.179894225 -1.877191784 1.942047789
